date,sku,category,unit_price,units_sold,revenue
2025-03-28,Linen Blouse - Black,Tops,58.00,2,116.00
2025-03-28,Linen Blouse - White,Tops,58.00,2,116.00
2025-03-28,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-28,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-28,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-28,Silk Scarf,Accessories,38.00,2,76.00
2025-03-28,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-28,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-28,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-28,White Sneakers,Shoes,128.00,3,384.00
2025-03-28,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-28,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-03-28,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-28,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-28,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-03-29,Canvas Tote,Accessories,44.00,5,220.00
2025-03-29,Cocktail Dress,Dresses,168.00,2,336.00
2025-03-29,Cotton Tee - Cream,Tops,28.00,11,308.00
2025-03-29,Floral Maxi Dress,Dresses,142.00,5,710.00
2025-03-29,Gold Hoop Earrings,Accessories,32.00,6,192.00
2025-03-29,High-Waist Jeans,Bottoms,118.00,8,944.00
2025-03-29,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-03-29,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-03-29,Linen Blouse - Black,Tops,58.00,10,580.00
2025-03-29,Linen Blouse - White,Tops,58.00,10,580.00
2025-03-29,Linen Shorts,Bottoms,52.00,6,312.00
2025-03-29,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-29,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-29,Silk Camisole,Tops,72.00,1,72.00
2025-03-29,Silk Scarf,Accessories,38.00,3,114.00
2025-03-29,Slip Dress - Black,Dresses,124.00,7,868.00
2025-03-29,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-29,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-29,Trench Coat,Outerwear,220.00,1,220.00
2025-03-29,Vintage Denim Jacket,Outerwear,145.00,3,435.00
2025-03-29,White Sneakers,Shoes,128.00,2,256.00
2025-03-29,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-03-29,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-03-29,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-03-29,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-29,Wrap Sweater - Navy,Tops,96.00,3,288.00
2025-03-29,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-03-30,Canvas Tote,Accessories,44.00,1,44.00
2025-03-30,Cocktail Dress,Dresses,168.00,1,168.00
2025-03-30,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-03-30,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-03-30,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-03-30,High-Waist Jeans,Bottoms,118.00,4,472.00
2025-03-30,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-30,Linen Blouse - Black,Tops,58.00,3,174.00
2025-03-30,Linen Blouse - White,Tops,58.00,5,290.00
2025-03-30,Linen Shorts,Bottoms,52.00,3,156.00
2025-03-30,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-30,Silk Scarf,Accessories,38.00,3,114.00
2025-03-30,Slip Dress - Black,Dresses,124.00,2,248.00
2025-03-30,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-30,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-03-30,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-03-30,White Sneakers,Shoes,128.00,3,384.00
2025-03-30,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-30,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-03-30,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-03-30,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-03-30,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-03-30,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-03-31,Canvas Tote,Accessories,44.00,3,132.00
2025-03-31,Cotton Tee - Cream,Tops,28.00,7,196.00
2025-03-31,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-03-31,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-03-31,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-03-31,Linen Blouse - Black,Tops,58.00,1,58.00
2025-03-31,Linen Blouse - White,Tops,58.00,1,58.00
2025-03-31,Linen Shorts,Bottoms,52.00,1,52.00
2025-03-31,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-03-31,Pearl Necklace,Accessories,78.00,1,78.00
2025-03-31,Silk Scarf,Accessories,38.00,1,38.00
2025-03-31,Slip Dress - Black,Dresses,124.00,1,124.00
2025-03-31,Strappy Sandals,Shoes,88.00,1,88.00
2025-03-31,White Sneakers,Shoes,128.00,1,128.00
2025-03-31,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-03-31,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-03-31,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-01,Canvas Tote,Accessories,44.00,5,220.00
2025-04-01,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-04-01,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-01,High-Waist Jeans,Bottoms,118.00,2,236.00
2025-04-01,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-01,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-01,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-01,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-01,Linen Shorts,Bottoms,52.00,2,104.00
2025-04-01,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-01,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-01,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-01,White Sneakers,Shoes,128.00,2,256.00
2025-04-01,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-01,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-01,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-01,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-01,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-02,Canvas Tote,Accessories,44.00,2,88.00
2025-04-02,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-02,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-02,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-02,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-02,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-02,Silk Scarf,Accessories,38.00,1,38.00
2025-04-02,White Sneakers,Shoes,128.00,1,128.00
2025-04-02,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-03,Canvas Tote,Accessories,44.00,1,44.00
2025-04-03,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-03,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-03,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-03,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-03,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-03,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-03,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-03,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-03,Linen Shorts,Bottoms,52.00,3,156.00
2025-04-03,Silk Scarf,Accessories,38.00,2,76.00
2025-04-03,Slip Dress - Black,Dresses,124.00,1,124.00
2025-04-03,White Sneakers,Shoes,128.00,1,128.00
2025-04-03,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-03,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-03,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-03,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-04,Canvas Tote,Accessories,44.00,3,132.00
2025-04-04,Cotton Tee - Cream,Tops,28.00,6,168.00
2025-04-04,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-04,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-04,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-04,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-04,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-04,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-04,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-04,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-04,Silk Scarf,Accessories,38.00,2,76.00
2025-04-04,White Sneakers,Shoes,128.00,2,256.00
2025-04-04,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-04,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-04,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-04,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-05,Canvas Tote,Accessories,44.00,3,132.00
2025-04-05,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-05,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-04-05,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-05,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-05,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-05,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-05,Linen Blouse - Black,Tops,58.00,2,116.00
2025-04-05,Linen Blouse - White,Tops,58.00,5,290.00
2025-04-05,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-05,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-05,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-05,Silk Scarf,Accessories,38.00,2,76.00
2025-04-05,Slip Dress - Black,Dresses,124.00,2,248.00
2025-04-05,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-05,White Sneakers,Shoes,128.00,1,128.00
2025-04-05,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-05,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-05,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-06,Canvas Tote,Accessories,44.00,3,132.00
2025-04-06,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-06,Floral Maxi Dress,Dresses,142.00,5,710.00
2025-04-06,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-06,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-06,Leather Crossbody Bag,Accessories,134.00,2,268.00
2025-04-06,Linen Blouse - Black,Tops,58.00,5,290.00
2025-04-06,Linen Blouse - White,Tops,58.00,5,290.00
2025-04-06,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-06,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-06,Silk Scarf,Accessories,38.00,2,76.00
2025-04-06,Slip Dress - Black,Dresses,124.00,3,372.00
2025-04-06,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-06,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-06,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-04-06,White Sneakers,Shoes,128.00,3,384.00
2025-04-06,Wide-Brim Straw Hat,Accessories,48.00,2,96.00
2025-04-06,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-04-06,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-07,Canvas Tote,Accessories,44.00,2,88.00
2025-04-07,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-07,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-07,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-07,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-07,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-07,Silk Scarf,Accessories,38.00,1,38.00
2025-04-07,White Sneakers,Shoes,128.00,1,128.00
2025-04-07,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-07,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-08,Canvas Tote,Accessories,44.00,3,132.00
2025-04-08,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-08,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-08,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-08,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-08,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-08,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-08,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-08,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-08,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-09,Canvas Tote,Accessories,44.00,1,44.00
2025-04-09,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-09,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-09,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-09,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-09,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-09,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-09,Silk Scarf,Accessories,38.00,2,76.00
2025-04-09,White Sneakers,Shoes,128.00,1,128.00
2025-04-09,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-09,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-09,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-09,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-10,Canvas Tote,Accessories,44.00,2,88.00
2025-04-10,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-10,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-10,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-10,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-10,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-10,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-10,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-10,Silk Scarf,Accessories,38.00,2,76.00
2025-04-10,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-10,White Sneakers,Shoes,128.00,1,128.00
2025-04-10,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-10,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-11,Canvas Tote,Accessories,44.00,4,176.00
2025-04-11,Cotton Tee - Cream,Tops,28.00,8,224.00
2025-04-11,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-11,Gold Hoop Earrings,Accessories,32.00,4,128.00
2025-04-11,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-11,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-04-11,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-11,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-11,Linen Blouse - White,Tops,58.00,2,116.00
2025-04-11,Linen Shorts,Bottoms,52.00,2,104.00
2025-04-11,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-11,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-11,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-11,Slip Dress - Black,Dresses,124.00,1,124.00
2025-04-11,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-11,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-11,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-04-11,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-11,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-11,Wrap Sweater - Sage,Tops,96.00,3,288.00
2025-04-12,Canvas Tote,Accessories,44.00,3,132.00
2025-04-12,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-12,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-12,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-12,High-Waist Jeans,Bottoms,118.00,3,354.00
2025-04-12,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-12,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-12,Linen Blouse - Black,Tops,58.00,7,406.00
2025-04-12,Linen Blouse - White,Tops,58.00,4,232.00
2025-04-12,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-12,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-12,Silk Scarf,Accessories,38.00,1,38.00
2025-04-12,Slip Dress - Black,Dresses,124.00,2,248.00
2025-04-12,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-12,White Sneakers,Shoes,128.00,1,128.00
2025-04-12,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-12,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-12,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-12,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-13,Canvas Tote,Accessories,44.00,3,132.00
2025-04-13,Cocktail Dress,Dresses,168.00,1,168.00
2025-04-13,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-13,Floral Maxi Dress,Dresses,142.00,3,426.00
2025-04-13,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-13,High-Waist Jeans,Bottoms,118.00,3,354.00
2025-04-13,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-13,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-13,Linen Blouse - Black,Tops,58.00,3,174.00
2025-04-13,Linen Blouse - White,Tops,58.00,4,232.00
2025-04-13,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-13,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-13,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-13,Silk Scarf,Accessories,38.00,1,38.00
2025-04-13,Slip Dress - Black,Dresses,124.00,2,248.00
2025-04-13,Vintage Denim Jacket,Outerwear,145.00,1,145.00
2025-04-13,White Sneakers,Shoes,128.00,2,256.00
2025-04-13,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-13,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-13,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-14,Canvas Tote,Accessories,44.00,2,88.00
2025-04-14,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-14,Gold Hoop Earrings,Accessories,32.00,2,64.00
2025-04-14,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-14,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-14,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-14,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-14,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-14,Silk Scarf,Accessories,38.00,2,76.00
2025-04-14,White Sneakers,Shoes,128.00,1,128.00
2025-04-14,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-04-14,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-14,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-15,Canvas Tote,Accessories,44.00,1,44.00
2025-04-15,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-15,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-15,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-15,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-15,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-15,Silk Scarf,Accessories,38.00,1,38.00
2025-04-15,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-15,White Sneakers,Shoes,128.00,1,128.00
2025-04-15,Wide-Leg Trousers,Bottoms,98.00,3,294.00
2025-04-15,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-16,Canvas Tote,Accessories,44.00,5,220.00
2025-04-16,Cotton Tee - Cream,Tops,28.00,6,168.00
2025-04-16,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-16,Gold Hoop Earrings,Accessories,32.00,4,128.00
2025-04-16,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-16,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-16,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-16,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-16,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-16,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-16,Silk Scarf,Accessories,38.00,3,114.00
2025-04-16,White Sneakers,Shoes,128.00,1,128.00
2025-04-16,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-16,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-16,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-16,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-16,Wrap Sweater - Sage,Tops,96.00,2,192.00
2025-04-17,Canvas Tote,Accessories,44.00,2,88.00
2025-04-17,Cotton Tee - Cream,Tops,28.00,5,140.00
2025-04-17,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-17,High-Waist Jeans,Bottoms,118.00,1,118.00
2025-04-17,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-17,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-17,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-17,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-17,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-17,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-17,Silk Scarf,Accessories,38.00,1,38.00
2025-04-17,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-17,White Sneakers,Shoes,128.00,1,128.00
2025-04-17,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-17,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-17,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-18,Canvas Tote,Accessories,44.00,3,132.00
2025-04-18,Cotton Tee - Cream,Tops,28.00,3,84.00
2025-04-18,Floral Maxi Dress,Dresses,142.00,1,142.00
2025-04-18,Gold Hoop Earrings,Accessories,32.00,3,96.00
2025-04-18,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-18,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-18,Linen Blouse - Black,Tops,58.00,1,58.00
2025-04-18,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-18,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-18,Silk Scarf,Accessories,38.00,1,38.00
2025-04-18,White Sneakers,Shoes,128.00,2,256.00
2025-04-18,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-18,Wrap Dress - Emerald,Dresses,118.00,1,118.00
2025-04-18,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-19,Canvas Tote,Accessories,44.00,7,308.00
2025-04-19,Cocktail Dress,Dresses,168.00,2,336.00
2025-04-19,Cotton Tee - Cream,Tops,28.00,11,308.00
2025-04-19,Floral Maxi Dress,Dresses,142.00,8,1136.00
2025-04-19,Gold Hoop Earrings,Accessories,32.00,7,224.00
2025-04-19,High-Waist Jeans,Bottoms,118.00,10,1180.00
2025-04-19,Leather Crossbody Bag,Accessories,134.00,5,670.00
2025-04-19,Leather Loafers - Black,Shoes,168.00,3,504.00
2025-04-19,Linen Blouse - Black,Tops,58.00,7,406.00
2025-04-19,Linen Blouse - White,Tops,58.00,7,406.00
2025-04-19,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-19,Midi Skirt - Floral,Bottoms,74.00,1,74.00
2025-04-19,New Arrival: Cropped Cardigan,Tops,82.00,4,328.00
2025-04-19,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-19,Silk Camisole,Tops,72.00,1,72.00
2025-04-19,Silk Scarf,Accessories,38.00,3,114.00
2025-04-19,Slip Dress - Black,Dresses,124.00,2,248.00
2025-04-19,Strappy Sandals,Shoes,88.00,2,176.00
2025-04-19,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-19,Trench Coat,Outerwear,220.00,1,220.00
2025-04-19,Vintage Denim Jacket,Outerwear,145.00,2,290.00
2025-04-19,White Sneakers,Shoes,128.00,2,256.00
2025-04-19,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-19,Wide-Leg Trousers,Bottoms,98.00,6,588.00
2025-04-19,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-04-19,Wrap Dress - Emerald,Dresses,118.00,2,236.00
2025-04-19,Wrap Sweater - Navy,Tops,96.00,3,288.00
2025-04-19,Wrap Sweater - Sage,Tops,96.00,3,288.00
2025-04-20,Canvas Tote,Accessories,44.00,9,396.00
2025-04-20,Cocktail Dress,Dresses,168.00,1,168.00
2025-04-20,Cotton Tee - Cream,Tops,28.00,9,252.00
2025-04-20,Floral Maxi Dress,Dresses,142.00,4,568.00
2025-04-20,Gold Hoop Earrings,Accessories,32.00,4,128.00
2025-04-20,High-Waist Jeans,Bottoms,118.00,3,354.00
2025-04-20,Leather Crossbody Bag,Accessories,134.00,3,402.00
2025-04-20,Leather Loafers - Black,Shoes,168.00,2,336.00
2025-04-20,Linen Blouse - Black,Tops,58.00,5,290.00
2025-04-20,Linen Blouse - White,Tops,58.00,11,638.00
2025-04-20,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-20,Midi Skirt - Floral,Bottoms,74.00,2,148.00
2025-04-20,New Arrival: Cropped Cardigan,Tops,82.00,4,328.00
2025-04-20,Pearl Necklace,Accessories,78.00,1,78.00
2025-04-20,Silk Scarf,Accessories,38.00,2,76.00
2025-04-20,Slip Dress - Black,Dresses,124.00,5,620.00
2025-04-20,Strappy Sandals,Shoes,88.00,1,88.00
2025-04-20,Suede Ankle Boots,Shoes,185.00,1,185.00
2025-04-20,Trench Coat,Outerwear,220.00,1,220.00
2025-04-20,Vintage Denim Jacket,Outerwear,145.00,2,290.00
2025-04-20,White Sneakers,Shoes,128.00,3,384.00
2025-04-20,Wide-Brim Straw Hat,Accessories,48.00,1,48.00
2025-04-20,Wide-Leg Trousers,Bottoms,98.00,2,196.00
2025-04-20,Wool Coat - Camel,Outerwear,285.00,1,285.00
2025-04-20,Wrap Dress - Emerald,Dresses,118.00,3,354.00
2025-04-20,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-20,Wrap Sweater - Sage,Tops,96.00,3,288.00
2025-04-21,Canvas Tote,Accessories,44.00,1,44.00
2025-04-21,Cotton Tee - Cream,Tops,28.00,2,56.00
2025-04-21,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-21,Leather Crossbody Bag,Accessories,134.00,1,134.00
2025-04-21,Linen Shorts,Bottoms,52.00,1,52.00
2025-04-21,New Arrival: Cropped Cardigan,Tops,82.00,1,82.00
2025-04-21,Wide-Leg Trousers,Bottoms,98.00,1,98.00
2025-04-21,Wrap Sweater - Navy,Tops,96.00,1,96.00
2025-04-21,Wrap Sweater - Sage,Tops,96.00,1,96.00
2025-04-22,Canvas Tote,Accessories,44.00,3,132.00
2025-04-22,Cotton Tee - Cream,Tops,28.00,4,112.00
2025-04-22,Gold Hoop Earrings,Accessories,32.00,1,32.00
2025-04-22,Leather Loafers - Black,Shoes,168.00,1,168.00
2025-04-22,Linen Blouse - White,Tops,58.00,1,58.00
2025-04-22,New Arrival: Cropped Cardigan,Tops,82.00,2,164.00
2025-04-22,Silk Scarf,Accessories,38.00,1,38.00
